"Date ","Symbol ","Security Name ","Client Name ","Buy / Sell ","Quantity Traded ","Trade Price / Wght. Avg. Price ","Remarks "
"15-JUL-2026","PNC","Pritish Nandy Comm. Ltd.","ORION STOCKS LTD","SELL","83,826","20.10","-"
"15-JUL-2026","PPSL","Picturepost Studios Ltd","SHAILENDRA ISHWARDAS CHANDGOTIA","SELL","3,72,000","2.46","-"
"15-JUL-2026","SAJHOTELS","Saj Hotels Limited","VIPUL MAHASUKHLAL GOPANI","BUY","1,50,000","37.87","-"
"15-JUL-2026","SHIVAUM","Shiv Aum Steels Limited","DILIP RAMANLAL DOSHI HUF","BUY","70,000","410.00","-"
"15-JUL-2026","SHIVAUM","Shiv Aum Steels Limited","IMC INDIA SECURITIES PRIVATE LIMITED","SELL","3,594","411.97","-"
"15-JUL-2026","SHIVAUM","Shiv Aum Steels Limited","IMC INDIA SECURITIES PRIVATE LIMITED","BUY","71,161","410.00","-"
"15-JUL-2026","SHIVAUM","Shiv Aum Steels Limited","METASONI ALLOYS PVT LTD","BUY","75,000","410.00","-"
"15-JUL-2026","SHIVAUM","Shiv Aum Steels Limited","NOPEA CAPITAL SERVICES PRIVATE LIMITED","SELL","3,92,000","410.00","-"
"15-JUL-2026","SINTERCOM","Sintercom India Limited","BELLWETHER CAPITAL PRIVATE LIMITED","SELL","2,00,000","77.32","-"
"15-JUL-2026","SSWL","Steel Strips Wheels Limit","MICROCURVES TRADING PRIVATE LIMITED","BUY","8,53,622","268.72","-"
"15-JUL-2026","SSWL","Steel Strips Wheels Limit","MICROCURVES TRADING PRIVATE LIMITED","SELL","8,53,622","269.11","-"
"15-JUL-2026","SUMEET-RE","Sumeet Industries Ltd","ARHAM SHARE PRIVATE LIMITED","BUY","10,10,389","2.57","-"
"15-JUL-2026","SUMEET-RE","Sumeet Industries Ltd","BIRLA ANKITA","BUY","12,33,000","2.27","-"
"15-JUL-2026","SUMEET-RE","Sumeet Industries Ltd","BIRLA KAPIL","BUY","28,19,000","2.27","-"
"15-JUL-2026","SUMEET-RE","Sumeet Industries Ltd","EAGLE FIBRES LIMITED","SELL","51,00,000","2.37","-"
"15-JUL-2026","SUMEET-RE","Sumeet Industries Ltd","F3 ADVISORS PRIVATE LIMITED","BUY","16,10,000","2.44","-"
"15-JUL-2026","SUMEET-RE","Sumeet Industries Ltd","JPB FIBERS","SELL","99,00,000","2.43","-"
"15-JUL-2026","SUMEET-RE","Sumeet Industries Ltd","KIFS  ENTERPRISE","BUY","14,00,000","2.50","-"
"15-JUL-2026","SUMEET-RE","Sumeet Industries Ltd","NEELAM SUSHIL SOMANI","BUY","25,00,000","2.27","-"
"15-JUL-2026","SUMEET-RE","Sumeet Industries Ltd","NEO APEX SHARE BROKING SERVICES LLP","BUY","36,93,650","2.40","-"
"15-JUL-2026","SUMEET-RE","Sumeet Industries Ltd","PADMINI POLYTEX PRIVATE LIMITED","SELL","3,01,92,342","2.35","-"
"15-JUL-2026","SUMEET-RE","Sumeet Industries Ltd","PARTH INFIN BROKERS PVT LTD","BUY","15,75,000","2.41","-"
"15-JUL-2026","SUMEET-RE","Sumeet Industries Ltd","POLYWAVE TEXYARN PRIVATE LIMITED","BUY","20,00,000","2.27","-"
"15-JUL-2026","SUMEET-RE","Sumeet Industries Ltd","SHAKTIVEER TEXFAB PRIVATE LIMITED","BUY","49,00,000","2.33","-"
"15-JUL-2026","SUMEET-RE","Sumeet Industries Ltd","SOMANI OVERSEAS PRIVATE LIMITED","BUY","25,00,000","2.27","-"
"15-JUL-2026","SUMEET-RE","Sumeet Industries Ltd","SUPREME POLYWEAVE PVT LTD","BUY","20,00,000","2.39","-"
"15-JUL-2026","SUMEET-RE","Sumeet Industries Ltd","VIDEEP KABRA BENEFICIARY TRUST","BUY","10,33,000","2.31","-"
"15-JUL-2026","SUMEET-RE","Sumeet Industries Ltd","VISHAL RAMESHCHANDRA SHAH","BUY","20,00,000","2.42","-"
"15-JUL-2026","SVLL","Shree Vasu Logistics Ltd","B D PLYWOODS PRIVATE LIMITED","SELL","64,500","663.37","-"
"15-JUL-2026","TBZ","Trib Bhimji Zaveri Ltd","HRTI PRIVATE LIMITED","BUY","4,43,298","263.84","-"
"15-JUL-2026","TBZ","Trib Bhimji Zaveri Ltd","HRTI PRIVATE LIMITED","SELL","4,65,364","265.80","-"
"15-JUL-2026","TBZ","Trib Bhimji Zaveri Ltd","JUNOMONETA FINSOL PRIVATE LIMITED","BUY","5,43,565","265.36","-"
"15-JUL-2026","TBZ","Trib Bhimji Zaveri Ltd","JUNOMONETA FINSOL PRIVATE LIMITED","SELL","5,46,663","265.52","-"
"15-JUL-2026","TBZ","Trib Bhimji Zaveri Ltd","QE SECURITIES LLP","SELL","4,18,520","265.95","-"
"15-JUL-2026","TBZ","Trib Bhimji Zaveri Ltd","QE SECURITIES LLP","BUY","4,31,557","264.84","-"
"15-JUL-2026","VIPULLTD","Vipul Limited","ALLINA  QURESHI","BUY","30,00,000","17.63","-"
"15-JUL-2026","VIPULLTD","Vipul Limited","MOHAMMAD ASHRAF QURESHI","BUY","12,00,000","17.71","-"
"15-JUL-2026","VIPULLTD","Vipul Limited","MONEYPLANT GOLD & JEWELLERY TRADING L.L.C","BUY","3,31,858","17.59","-"
"15-JUL-2026","VIPULLTD","Vipul Limited","MONEYPLANT GOLD & JEWELLERY TRADING L.L.C","SELL","27,76,990","17.64","-"
"16-JUL-2026","ABINFRA","A B Infrabuild Limited","L7 MEDIA PRIVATE LIMITED","BUY","45,75,696","10.08","-"
"16-JUL-2026","ABINFRA","A B Infrabuild Limited","L7 SECURITIES PRIVATE LIMITED","SELL","45,75,696","10.08","-"
"16-JUL-2026","ATALREAL","Atal Realtech Limited","ACME CAPITAL MARKET LIMITED","BUY","7,80,591","30.20","-"
"16-JUL-2026","ATALREAL","Atal Realtech Limited","ACME CAPITAL MARKET LIMITED","SELL","8,01,091","30.15","-"
"16-JUL-2026","ATALREAL","Atal Realtech Limited","ALTIZEN VENTURES LLP","BUY","8,10,000","30.18","-"
"16-JUL-2026","ATALREAL","Atal Realtech Limited","ALTIZEN VENTURES LLP","SELL","9,70,735","30.09","-"
"16-JUL-2026","ATALREAL","Atal Realtech Limited","ARUN KOCHAR & SONS (HUF)","SELL","4,10,000","30.19","-"
"16-JUL-2026","ATALREAL","Atal Realtech Limited","ARUN KOCHAR & SONS (HUF)","BUY","7,80,000","30.18","-"
"16-JUL-2026","ATALREAL","Atal Realtech Limited","HRTI PRIVATE LIMITED","BUY","4,24,602","30.39","-"
"16-JUL-2026","ATALREAL","Atal Realtech Limited","HRTI PRIVATE LIMITED","SELL","7,15,731","30.15","-"
"16-JUL-2026","ATALREAL","Atal Realtech Limited","MANISH N THAKUR","SELL","10,40,000","30.40","-"
"16-JUL-2026","BECTORFOOD","Mrs Bectors Food Spe Ltd","ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED","SELL","16,10,744","192.41","-"
"16-JUL-2026","BECTORFOOD","Mrs Bectors Food Spe Ltd","ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED","BUY","16,19,744","191.91","-"
"16-JUL-2026","BECTORFOOD","Mrs Bectors Food Spe Ltd","HRTI PRIVATE LIMITED","BUY","13,96,602","189.70","-"
"16-JUL-2026","BECTORFOOD","Mrs Bectors Food Spe Ltd","HRTI PRIVATE LIMITED","SELL","17,51,634","189.81","-"
"16-JUL-2026","BECTORFOOD","Mrs Bectors Food Spe Ltd","JUNOMONETA FINSOL PRIVATE LIMITED","BUY","30,38,642","190.09","-"
"16-JUL-2026","BECTORFOOD","Mrs Bectors Food Spe Ltd","JUNOMONETA FINSOL PRIVATE LIMITED","SELL","30,49,777","190.19","-"
"16-JUL-2026","BECTORFOOD","Mrs Bectors Food Spe Ltd","MICROCURVES TRADING PRIVATE LIMITED","SELL","20,95,849","190.42","-"
"16-JUL-2026","BECTORFOOD","Mrs Bectors Food Spe Ltd","MICROCURVES TRADING PRIVATE LIMITED","BUY","20,95,849","190.34","-"
"16-JUL-2026","BECTORFOOD","Mrs Bectors Food Spe Ltd","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","23,52,440","190.42","-"
"16-JUL-2026","BECTORFOOD","Mrs Bectors Food Spe Ltd","NK SECURITIES RESEARCH PRIVATE LIMITED","SELL","23,52,440","190.50","-"
"16-JUL-2026","BECTORFOOD","Mrs Bectors Food Spe Ltd","QE SECURITIES LLP","SELL","17,37,519","190.04","-"
"16-JUL-2026","BECTORFOOD","Mrs Bectors Food Spe Ltd","QE SECURITIES LLP","BUY","17,57,792","191.26","-"
"16-JUL-2026","GCSL","Gretex Corporate Services","MOHAMED IRFAN MOHAMED LATIF SHAIKH","BUY","3,70,645","512.04","-"
"16-JUL-2026","HAPPY","Happy Steels Limited","GETFIVE OPPORTUNITY FUND-I","BUY","1,00,000","71.20","-"
"16-JUL-2026","HAPPY","Happy Steels Limited","PACE STOCK BROKING SERVICES PVT LTD","BUY","3,00,000","68.00","-"
"16-JUL-2026","HAPPY","Happy Steels Limited","SECUROCROP SECURITIES INDIA PRIVATE LIMITED","BUY","1,02,000","68.00","-"
"16-JUL-2026","HIRECT","Hind Rectifiers Limited","JUNOMONETA FINSOL PRIVATE LIMITED","SELL","1,83,666","1,330.13","-"
"16-JUL-2026","HIRECT","Hind Rectifiers Limited","JUNOMONETA FINSOL PRIVATE LIMITED","BUY","1,83,951","1,328.88","-"
"16-JUL-2026","JETFREIGHT","Jet Freight Logistics Ltd","IMC INDIA SECURITIES PRIVATE LIMITED","SELL","2,17,689","25.15","-"
"16-JUL-2026","JETFREIGHT","Jet Freight Logistics Ltd","IMC INDIA SECURITIES PRIVATE LIMITED","BUY","2,55,386","25.09","-"
"16-JUL-2026","JUSTDIAL","Justdial Ltd.","HRTI PRIVATE LIMITED","BUY","4,27,489","783.84","-"
"16-JUL-2026","JUSTDIAL","Justdial Ltd.","HRTI PRIVATE LIMITED","SELL","4,27,624","786.65","-"
"16-JUL-2026","JUSTDIAL","Justdial Ltd.","JUNOMONETA FINSOL PRIVATE LIMITED","BUY","8,47,439","782.84","-"
"16-JUL-2026","JUSTDIAL","Justdial Ltd.","JUNOMONETA FINSOL PRIVATE LIMITED","SELL","8,48,422","783.19","-"
"16-JUL-2026","JUSTDIAL","Justdial Ltd.","QE SECURITIES LLP","BUY","4,52,932","777.47","-"
"16-JUL-2026","JUSTDIAL","Justdial Ltd.","QE SECURITIES LLP","SELL","4,63,176","782.38","-"
"16-JUL-2026","KALYANKJIL","Kalyan Jewellers Ind Ltd","GRAVITON RESEARCH CAPITAL LLP","SELL","55,09,322","543.83","-"
"16-JUL-2026","KALYANKJIL","Kalyan Jewellers Ind Ltd","GRAVITON RESEARCH CAPITAL LLP","BUY","55,09,322","543.36","-"
"16-JUL-2026","LANDMARK","Landmark Cars Limited","JUNOMONETA FINSOL PRIVATE LIMITED","SELL","3,62,282","507.91","-"
"16-JUL-2026","LANDMARK","Landmark Cars Limited","JUNOMONETA FINSOL PRIVATE LIMITED","BUY","3,64,523","507.93","-"
"16-JUL-2026","LASERPOWER","Laser Power & Infra Ltd","BANK OF INDIA MUTUAL FUND","BUY","9,43,020","263.36","-"
"16-JUL-2026","LASERPOWER","Laser Power & Infra Ltd","BOFA SECURITIES EUROPE SA","BUY","9,00,000","262.63","-"
"16-JUL-2026","LASERPOWER","Laser Power & Infra Ltd","F3 ADVISORS PRIVATE LIMITED","SELL","9,79,070","262.09","-"
"16-JUL-2026","LASERPOWER","Laser Power & Infra Ltd","F3 ADVISORS PRIVATE LIMITED","BUY","11,66,665","258.07","-"
"16-JUL-2026","LASERPOWER","Laser Power & Infra Ltd","IRAGE BROKING SERVICES LLP","BUY","10,57,221","261.24","-"
"16-JUL-2026","LASERPOWER","Laser Power & Infra Ltd","IRAGE BROKING SERVICES LLP","SELL","13,68,253","262.85","-"
"16-JUL-2026","LASERPOWER","Laser Power & Infra Ltd","NIPPON INDIA MUTUAL FUND","BUY","8,95,239","260.98","-"
"16-JUL-2026","LASERPOWER","Laser Power & Infra Ltd","NK SECURITIES RESEARCH PRIVATE LIMITED","SELL","8,63,850","262.74","-"
"16-JUL-2026","LASERPOWER","Laser Power & Infra Ltd","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","8,63,850","262.56","-"
"16-JUL-2026","MANCREDIT","Mangal Credit N Fincorp L","BULLPULSE MARKETEDGE PRIVATE LIMITED","SELL","2,68,698","234.39","-"
"16-JUL-2026","MANCREDIT","Mangal Credit N Fincorp L","BULLPULSE MARKETEDGE PRIVATE LIMITED","BUY","2,92,272","236.64","-"
"16-JUL-2026","MANCREDIT","Mangal Credit N Fincorp L","L7 MEDIA PRIVATE LIMITED","BUY","3,50,836","239.28","-"
"16-JUL-2026","MANCREDIT","Mangal Credit N Fincorp L","L7 SECURITIES PRIVATE LIMITED","SELL","3,50,836","239.28","-"
"16-JUL-2026","MOTISONS","Motisons Jewellers Ltd","L7 MEDIA PRIVATE LIMITED","BUY","1,15,78,479","14.04","-"
"16-JUL-2026","MOTISONS","Motisons Jewellers Ltd","L7 SECURITIES PRIVATE LIMITED","SELL","1,15,78,479","14.04","-"
"16-JUL-2026","MRPL","Mang. Ref & Petochem Ltd.","MICROCURVES TRADING PRIVATE LIMITED","SELL","1,29,96,414","173.03","-"
"16-JUL-2026","MRPL","Mang. Ref & Petochem Ltd.","MICROCURVES TRADING PRIVATE LIMITED","BUY","1,29,96,414","172.94","-"
"16-JUL-2026","NARMADA","Narmada Agrobase Limited","IMC INDIA SECURITIES PRIVATE LIMITED","BUY","1,91,858","38.00","-"
"16-JUL-2026","NARMADA","Narmada Agrobase Limited","IMC INDIA SECURITIES PRIVATE LIMITED","SELL","1,91,858","38.14","-"
"16-JUL-2026","NARMADA","Narmada Agrobase Limited","KARAN BALVANTBHAI PATEL","BUY","1,00,000","38.41","-"
"16-JUL-2026","NARMADA","Narmada Agrobase Limited","KARAN BALVANTBHAI PATEL","SELL","2,87,295","38.23","-"
"16-JUL-2026","NARMADA","Narmada Agrobase Limited","MSB E TRADE SECURITIES LIMITED","BUY","8,36,605","38.03","-"
"16-JUL-2026","NARMADA","Narmada Agrobase Limited","MSB E TRADE SECURITIES LIMITED","SELL","8,39,105","38.16","-"
"16-JUL-2026","NARMADA","Narmada Agrobase Limited","SACHIN GOVINDLAL MODI","BUY","1,00,000","38.44","-"
"16-JUL-2026","NARMADA","Narmada Agrobase Limited","SACHIN GOVINDLAL MODI","SELL","1,90,383","38.41","-"
"16-JUL-2026","NEWGEN","Newgen Software Tech Ltd","HRTI PRIVATE LIMITED","BUY","7,67,118","552.64","-"
"16-JUL-2026","NEWGEN","Newgen Software Tech Ltd","HRTI PRIVATE LIMITED","SELL","7,98,643","561.54","-"
"16-JUL-2026","NEWGEN","Newgen Software Tech Ltd","JUNOMONETA FINSOL PRIVATE LIMITED","BUY","9,16,518","556.31","-"
"16-JUL-2026","NEWGEN","Newgen Software Tech Ltd","JUNOMONETA FINSOL PRIVATE LIMITED","SELL","9,16,713","556.34","-"
"16-JUL-2026","NILKAMAL","Nilkamal Limited","ABAKKUS INVESTMENT MANAGERS PRIVATE LIMITED","BUY","2,80,000","1,335.63","-"
"16-JUL-2026","NILKAMAL","Nilkamal Limited","F3 ADVISORS PRIVATE LIMITED","BUY","11,683","1,342.80","-"
"16-JUL-2026","NILKAMAL","Nilkamal Limited","F3 ADVISORS PRIVATE LIMITED","SELL","92,530","1,361.28","-"
"16-JUL-2026","NILKAMAL","Nilkamal Limited","IRAGE BROKING SERVICES LLP","BUY","10,606","1,338.69","-"
"16-JUL-2026","NILKAMAL","Nilkamal Limited","IRAGE BROKING SERVICES LLP","SELL","1,36,803","1,337.38","-"
"16-JUL-2026","NILKAMAL","Nilkamal Limited","SETU SECURITIES PRIVATE LIMITED","BUY","1,07,697","1,353.25","-"
"16-JUL-2026","ONWARDTEC","Onward Technologies Ltd","JUNOMONETA FINSOL PRIVATE LIMITED","SELL","1,24,526","297.90","-"
"16-JUL-2026","ONWARDTEC","Onward Technologies Ltd","JUNOMONETA FINSOL PRIVATE LIMITED","BUY","1,24,634","297.70","-"
"16-JUL-2026","ONWARDTEC","Onward Technologies Ltd","MICROCURVES TRADING PRIVATE LIMITED","SELL","1,86,482","299.84","-"
"16-JUL-2026","ONWARDTEC","Onward Technologies Ltd","MICROCURVES TRADING PRIVATE LIMITED","BUY","1,86,482","299.63","-"
"16-JUL-2026","ONWARDTEC","Onward Technologies Ltd","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","2,04,370","297.86","-"
"16-JUL-2026","ONWARDTEC","Onward Technologies Ltd","NK SECURITIES RESEARCH PRIVATE LIMITED","SELL","2,04,370","298.01","-"
"16-JUL-2026","ONWARDTEC","Onward Technologies Ltd","SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED","BUY","2,29,747","300.19","-"
"16-JUL-2026","ONWARDTEC","Onward Technologies Ltd","SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED","SELL","2,29,747","300.04","-"
"16-JUL-2026","QUESTLAB","Quest Laboratories Ltd","BHAVNA HITESH PATEL","BUY","99,600","97.70","-"
"16-JUL-2026","QUESTLAB","Quest Laboratories Ltd","PARADISE MOON INVESTMENT FUND-I","SELL","2,06,400","97.45","-"
"16-JUL-2026","QUESTLAB","Quest Laboratories Ltd","YASH HITESH PATEL","BUY","1,32,000","95.92","-"
"16-JUL-2026","RAMCOSYS","Ramco Systems Limited","HRTI PRIVATE LIMITED","BUY","1,95,594","841.20","-"
"16-JUL-2026","RAMCOSYS","Ramco Systems Limited","HRTI PRIVATE LIMITED","SELL","2,12,983","840.74","-"
"16-JUL-2026","RAMCOSYS","Ramco Systems Limited","JUNOMONETA FINSOL PRIVATE LIMITED","SELL","2,19,415","841.88","-"
"16-JUL-2026","RAMCOSYS","Ramco Systems Limited","JUNOMONETA FINSOL PRIVATE LIMITED","BUY","2,19,796","841.96","-"
"16-JUL-2026","RKFORGE","Ramkrishna Forgings Ltd","SMALLCAP WORLD FUND INC","SELL","12,89,711","573.88","-"
"16-JUL-2026","SADHAV","Sadhav Shipping Limited","AEGIS INVESTMENT FUND","BUY","84,000","117.95","-"
"16-JUL-2026","SELLOWRAP","Sellowrap Industries Ltd","GRETEX SHARE BROKING LIMITED","BUY","1,600","67.10","-"
"16-JUL-2026","SELLOWRAP","Sellowrap Industries Ltd","GRETEX SHARE BROKING LIMITED","SELL","97,600","80.00","-"
"16-JUL-2026","SHANKARA","Shankara Bldg Product Ltd","ALPHA ALTERNATIVES FINANCIAL SERVICES PRIVATE LIMITED","BUY","1,65,511","140.36","-"
"16-JUL-2026","SINTERCOM","Sintercom India Limited","BELLWETHER CAPITAL PRIVATE LIMITED","SELL","4,38,045","78.22","-"
"16-JUL-2026","SVLL","Shree Vasu Logistics Ltd","B D PLYWOODS PRIVATE LIMITED","SELL","1,00,000","658.30","-"
"16-JUL-2026","SVLL","Shree Vasu Logistics Ltd","BHATIA SURESH","BUY","1,23,000","656.10","-"
"16-JUL-2026","SVLL","Shree Vasu Logistics Ltd","VEENA PARAKH","SELL","1,48,000","660.80","-"
"16-JUL-2026","ZEEL","Zee Entertain. Enterp.Ltd","SUDESH IT SOLUTIONS LLP","SELL","45,00,000","104.90","-"
"16-JUL-2026","ZEEL","Zee Entertain. Enterp.Ltd","SUDESH IT SOLUTIONS LLP","BUY","50,00,000","104.63","-"
"17-JUL-2026","AARNAV","Aarnav Fashions Limited","TMW FINTECH PRIVATE LIMITED","SELL","2,24,640","31.58","-"
"17-JUL-2026","AASTHA","Aastha Spintex Limited","KUNVARJI INFRA PROPERTIES PRIVATE LIMITED","SELL","3,93,008","116.16","-"
"17-JUL-2026","ATALREAL","Atal Realtech Limited","ACME CAPITAL MARKET LIMITED","BUY","11,92,694","30.44","-"
"17-JUL-2026","ATALREAL","Atal Realtech Limited","ACME CAPITAL MARKET LIMITED","SELL","11,92,694","30.47","-"
"17-JUL-2026","ATALREAL","Atal Realtech Limited","ALTIZEN VENTURES LLP","SELL","2,00,000","30.36","-"
"17-JUL-2026","ATALREAL","Atal Realtech Limited","ALTIZEN VENTURES LLP","BUY","7,81,000","30.44","-"
"17-JUL-2026","ATALREAL","Atal Realtech Limited","L7 HITECH PRIVATE LIMITED","SELL","5,30,000","30.52","-"
"17-JUL-2026","ATALREAL","Atal Realtech Limited","L7 HITECH PRIVATE LIMITED","BUY","7,42,500","30.43","-"
"17-JUL-2026","AVIENCE","Avience Biomedicals Ltd","KASHMIRA AJAY PATEL","SELL","37,800","240.99","-"
"17-JUL-2026","AVIENCE","Avience Biomedicals Ltd","MANSI SHARE AND STOCK BROKING PRIVATE LIMITED","BUY","18,600","229.06","-"
"17-JUL-2026","AVIENCE","Avience Biomedicals Ltd","MANSI SHARE AND STOCK BROKING PRIVATE LIMITED","SELL","65,400","222.00","-"
"17-JUL-2026","AVIENCE","Avience Biomedicals Ltd","NIRAJ RAJNIKANT SHAH","SELL","48,000","222.05","-"
"17-JUL-2026","AVIENCE","Avience Biomedicals Ltd","SANDEEP KUMAR SAWARMAL HISARIA","SELL","600","253.00","-"
"17-JUL-2026","AVIENCE","Avience Biomedicals Ltd","SANDEEP KUMAR SAWARMAL HISARIA","BUY","1,00,200","222.46","-"
"17-JUL-2026","AVIENCE","Avience Biomedicals Ltd","SETU SECURITIES PVT LTD","SELL","56,400","222.16","-"
"17-JUL-2026","AVIENCE","Avience Biomedicals Ltd","SETU SECURITIES PVT LTD","BUY","70,200","222.00","-"
"17-JUL-2026","BECTORFOOD","Mrs Bectors Food Spe Ltd","JUNOMONETA FINSOL PRIVATE LIMITED","SELL","25,02,797","194.49","-"
"17-JUL-2026","BECTORFOOD","Mrs Bectors Food Spe Ltd","JUNOMONETA FINSOL PRIVATE LIMITED","BUY","25,31,046","194.36","-"
"17-JUL-2026","BECTORFOOD","Mrs Bectors Food Spe Ltd","QE SECURITIES LLP","SELL","18,79,751","193.76","-"
"17-JUL-2026","BECTORFOOD","Mrs Bectors Food Spe Ltd","QE SECURITIES LLP","BUY","19,19,513","191.76","-"
"17-JUL-2026","BIRDYS","Grill Splendour Ser Ltd","BHANSALI VALUE CREATIONS PVT LTD","BUY","66,000","92.24","-"
"17-JUL-2026","BIRDYS","Grill Splendour Ser Ltd","BLUE ASTER CAPS FUND PCC-BLUE ASTER CAPITAL MULTI ASSET FUND PROTECTED CELL","SELL","4,50,000","84.72","-"
"17-JUL-2026","BIRDYS","Grill Splendour Ser Ltd","RESONANCE OPPORTUNITIES FUND","BUY","4,53,600","84.73","-"
"17-JUL-2026","BIRDYS","Grill Splendour Ser Ltd","SANGEETA SHETALBHAI SHAH","SELL","66,000","92.24","-"
"17-JUL-2026","CAMPUS","Campus Activewear Limited","MICROCURVES TRADING PRIVATE LIMITED","SELL","19,31,914","248.84","-"
"17-JUL-2026","CAMPUS","Campus Activewear Limited","MICROCURVES TRADING PRIVATE LIMITED","BUY","19,31,914","248.58","-"
"17-JUL-2026","CAMPUS","Campus Activewear Limited","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","19,72,906","247.48","-"
"17-JUL-2026","CAMPUS","Campus Activewear Limited","NK SECURITIES RESEARCH PRIVATE LIMITED","SELL","19,72,906","247.60","-"
"17-JUL-2026","FINOPB","Fino Payments Bank Ltd","BLITZQUANT RESEARCH LLP","BUY","9,30,665","174.90","-"
"17-JUL-2026","FINOPB","Fino Payments Bank Ltd","BLITZQUANT RESEARCH LLP","SELL","9,30,665","174.97","-"
"17-JUL-2026","FINOPB","Fino Payments Bank Ltd","DIPAN MEHTA COMMODITIES PRIVATE LIMITED","BUY","17,77,860","174.37","-"
"17-JUL-2026","FINOPB","Fino Payments Bank Ltd","DIPAN MEHTA COMMODITIES PRIVATE LIMITED","SELL","17,85,360","174.49","-"
"17-JUL-2026","FINOPB","Fino Payments Bank Ltd","ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED","SELL","24,77,524","174.84","-"
"17-JUL-2026","FINOPB","Fino Payments Bank Ltd","ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED","BUY","24,82,524","174.26","-"
"17-JUL-2026","FINOPB","Fino Payments Bank Ltd","GRT STRATEGIC VENTURES LLP","SELL","7,53,658","174.49","-"
"17-JUL-2026","FINOPB","Fino Payments Bank Ltd","GRT STRATEGIC VENTURES LLP","BUY","7,53,658","174.40","-"
"17-JUL-2026","FINOPB","Fino Payments Bank Ltd","HRTI PRIVATE LIMITED","BUY","9,03,827","173.82","-"
"17-JUL-2026","FINOPB","Fino Payments Bank Ltd","HRTI PRIVATE LIMITED","SELL","9,62,631","174.23","-"
"17-JUL-2026","FINOPB","Fino Payments Bank Ltd","IRAGE BROKING SERVICES LLP","SELL","6,78,866","174.70","-"
"17-JUL-2026","FINOPB","Fino Payments Bank Ltd","IRAGE BROKING SERVICES LLP","BUY","7,07,191","174.46","-"
"17-JUL-2026","FINOPB","Fino Payments Bank Ltd","JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED","SELL","7,39,802","174.37","-"
"17-JUL-2026","FINOPB","Fino Payments Bank Ltd","JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED","BUY","7,39,802","173.95","-"
"17-JUL-2026","FINOPB","Fino Payments Bank Ltd","JUNOMONETA FINSOL PRIVATE LIMITED","BUY","22,30,739","174.27","-"
"17-JUL-2026","FINOPB","Fino Payments Bank Ltd","JUNOMONETA FINSOL PRIVATE LIMITED","SELL","22,54,828","174.36","-"
"17-JUL-2026","FINOPB","Fino Payments Bank Ltd","MICROCURVES TRADING PRIVATE LIMITED","BUY","28,05,105","175.00","-"
"17-JUL-2026","FINOPB","Fino Payments Bank Ltd","MICROCURVES TRADING PRIVATE LIMITED","SELL","28,05,105","175.08","-"
"17-JUL-2026","FINOPB","Fino Payments Bank Ltd","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","22,51,943","174.52","-"
"17-JUL-2026","FINOPB","Fino Payments Bank Ltd","NK SECURITIES RESEARCH PRIVATE LIMITED","SELL","22,51,943","174.63","-"
"17-JUL-2026","FINOPB","Fino Payments Bank Ltd","PUMA SECURITIES","SELL","8,13,439","174.75","-"
"17-JUL-2026","FINOPB","Fino Payments Bank Ltd","PUMA SECURITIES","BUY","8,13,439","174.73","-"
"17-JUL-2026","FINOPB","Fino Payments Bank Ltd","QE SECURITIES LLP","BUY","17,05,547","175.07","-"
"17-JUL-2026","FINOPB","Fino Payments Bank Ltd","QE SECURITIES LLP","SELL","17,18,006","174.99","-"
"17-JUL-2026","FINOPB","Fino Payments Bank Ltd","RAJAT PARASHAR","SELL","4,25,440","173.82","-"
"17-JUL-2026","FINOPB","Fino Payments Bank Ltd","RAJAT PARASHAR","BUY","4,25,440","175.39","-"
"17-JUL-2026","FINOPB","Fino Payments Bank Ltd","SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED","BUY","6,47,654","173.83","-"
"17-JUL-2026","FINOPB","Fino Payments Bank Ltd","SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED","SELL","6,47,654","173.89","-"
"17-JUL-2026","FINOPB","Fino Payments Bank Ltd","VINSUL MAKARDI LTD","BUY","7,20,126","174.24","-"
"17-JUL-2026","FINOPB","Fino Payments Bank Ltd","VINSUL MAKARDI LTD","SELL","7,20,126","174.36","-"
"17-JUL-2026","IKIO","IKIO Technologies Limited","HRTI PRIVATE LIMITED","SELL","4,60,170","225.25","-"
"17-JUL-2026","IKIO","IKIO Technologies Limited","HRTI PRIVATE LIMITED","BUY","4,73,736","225.16","-"
"17-JUL-2026","IKIO","IKIO Technologies Limited","JUNOMONETA FINSOL PRIVATE LIMITED","BUY","5,81,512","226.54","-"
